country,iso3c,date,SPI.D1.MSC,SPI.D1.1.SNAU,SPI.D1.2.NABY,SPI.D1.3.CNIN,SPI.D1.4.CPIBY,SPI.D1.5.HOUS,SPI.D1.6.EMPL,SPI.D1.7.CGOV,SPI.D1.8.FINA,SPI.D1.9.MONY,SPI.D1.10.IDDS,SPI.D1.11.CRVS,SPI.D1.12.GSBP,SPI.D2.CS,SPI.D2.1.POPU,SPI.D2.2.AGRI,SPI.D2.3.BIZZ,SPI.D2.4.HOUS,SPI.D2.5.AGRI,SPI.D2.6.LABR,SPI.D2.7.HLTH,SPI.D2.8.BIZZ,SPI.D3.AKI,SPI.D3.POV,SPI.D3.FIES,SPI.D3.CHLD.MORT,SPI.D3.SE.LPV.PRIM.BMP,SPI.D3.MMRT,SPI.D3.SH.H2O.SMDW.ZS,SPI.D3.ELEC,SPI.D3.SL.UEM.TOTL.NE.ZS,SPI.D3.NV.IND.MANF.ZS,SPI.D3.SI.SPR.PC40.ZG,SPI.D3.ER.H2O.FWST.ZS,SPI.D3.EG.FEC.RNEW.ZS,SPI.D3.NE.CON.PRVT.CN,SPI.D3.QUART.GDP,SPI.D3.DT.TDS.DPPF.XP.ZS,SPI.D4.DPO,SPI.D4.1.CALD,SPI.D4.2.NADA,SPI.D4.3.PORT,SPI.D4.4.TIME,SPI.D4.5.META,SPI.D4.6.USER,SPI.D4.7.GEOS,SPI.OVRL.SCR,iso2c,capital,long,lat,regionID,region_iso2c,region,adminID,admin_iso2c,admin,incomeID,income_iso2c,income,lendingID,lending_iso2c,lending,countryname,SPI.FREQ.D3.CHLD.MORT,SPI.QUAL.D3.CHLD.MORT,SPI.FREQ.D3.MMRT,SPI.QUAL.D3.MMRT,SPI.FREQ.D3.DT.TDS.DPPF.XP.ZS,SPI.QUAL.D3.DT.TDS.DPPF.XP.ZS,population
Spain,ESP,2017,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6666666666667,1,1,1,0.3,1,1,0,1,1,0.3,0.3,1,1,1,0,85.7142857142857,1,1,1,1,1,1,0,NA,ES,Madrid,-3.70327,40.4167,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Spain,0.5,0.5,0.5,0.5,0,0,46593236
Estonia,EST,2017,83.3333333333333,1,1,1,1,1,1,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.3333333333333,1,1,0.8,0,1,1,0,1,1,0.3,0.3,1,1,1,0,85.7142857142857,1,0,1,1,1,1,1,NA,EE,Tallinn,24.7586,59.4392,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Estonia,0.3,0.5,0.5,0.5,0,0,1317384
Ethiopia,ETH,2017,16.6666666666667,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,63.75,1,0.5,0,0,1,1,0.6,1,55.3333333333333,0.15,0,0.55,0.3,0.4,1,1,0.3,1,0.3,0.3,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,37.5089285714286,ET,Addis Ababa,38.7468,9.02274,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Ethiopia,0.3,0.25,0.15,0.25,0.5,0.5,106400024
Finland,FIN,2017,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6666666666667,1,1,1,0.3,1,1,0,1,1,0.3,0.3,1,1,1,0,71.4285714285714,1,1,1,1,1,0,0,NA,FI,Helsinki,24.9525,60.1608,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Finland,0.5,0.5,0.5,0.5,0,0,5508214
Fiji,FJI,2017,50,0.5,0.5,1,0.5,1,0,0,0,1,0.5,1,0,45,1,1,0,1,0,0.6,0,0,48.3333333333333,0.15,0,0.8,0,1,0,1,1,1,0,0.3,1,0,0,1,28.5714285714286,0,1,0,1,0,0,0,42.9761904761905,FJ,Suva,178.399,-18.1149,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,Fiji,0.3,0.5,0.5,0.5,0.5,0.5,877459
France,FRA,2017,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6666666666667,1,1,1,0.3,1,1,0,1,1,0.3,0.3,1,1,1,0,85.7142857142857,1,1,1,1,1,1,0,NA,FR,Paris,2.35097,48.8566,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,France,0.5,0.5,0.5,0.5,0,0,66865144
"Micronesia, Fed. Sts.",FSM,2017,16.6666666666667,0.5,0,0,0,1,0,0,0,0,0.5,0,0,28.75,1,1,0,0.3,0,0,0,0,15.3333333333333,0,0,0,0,0,0,0,0.3,1,0,0,1,0,0,0,28.5714285714286,0,0,0,1,1,0,0,22.3303571428571,FM,Palikir,158.185,6.91771,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,NA,NA,0,0,111459
Gabon,GAB,2017,20.8333333333333,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,20,1,0,0,0,0,0.3,0.3,0,39,0.15,0,0,0,0.4,0,1,0,1,0,0.3,1,1,0,1,14.2857142857143,0,0,0,1,0,0,0,23.5297619047619,GA,Libreville,9.45162,0.38832,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Gabon,0,0,0.15,0.25,0.5,0.5,2064823
United Kingdom,GBR,2017,83.3333333333333,1,1,1,1,1,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.3333333333333,1,0,1,0.3,0.75,1,0,1,1,0.3,0.3,1,1,1,0,85.7142857142857,1,1,1,1,1,0,1,NA,GB,London,-0.126236,51.5002,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,United Kingdom,0.5,0.5,0.5,0.25,0,0,66058859
Georgia,GEO,2017,79.1666666666667,0.5,1,0.5,0.5,1,1,0.5,0.5,1,1,1,1,53.75,1,1,0,1,0.3,1,0,0,84,1,1,1,0.3,1,1,1,1,1,0,0.3,1,1,1,1,71.4285714285714,1,1,0,1,1,0,1,72.0863095238095,GE,Tbilisi,44.793,41.71,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Georgia,0.5,0.5,0.5,0.5,0.5,0.5,3728004
Ghana,GHA,2017,37.5,0.5,0,1,0,1,0,0.5,0,1,0.5,0,0,47.5,1,0,0.5,1,0,0.3,1,0,69.3333333333333,0.8,1,0.75,0,0.25,1,1,1,1,0.3,0.3,1,1,0,1,42.8571428571429,1,1,0,0,0,1,0,49.297619047619,GH,Accra,-0.20795,5.57045,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Ghana,0.5,0.25,0,0.25,0.5,0.5,29121471
Guinea,GIN,2017,8.33333333333333,0.5,0,0,0,0,0,0,0,0,0.5,0,0,33.75,1,0.5,0,0.6,0,0,0.6,0,49.3333333333333,0.15,1,0.4,0,0.55,0,1,0,1,0,0.3,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,26.4255952380952,GN,Conakry,-13.7,9.51667,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea,0.15,0.25,0.3,0.25,0.5,0.5,12067539
"Gambia, The",GMB,2017,25,0.5,0,0.5,0,0,0,0.5,0,1,0.5,0,0,43.75,1,1,0,0.6,0,0.3,0.6,0,42,0.15,1,0,0,0.55,0,0,0.3,1,0,0.3,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,31.2589285714286,GM,Banjul,-16.5885,13.4495,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,"Gambia, The",0,0,0.3,0.25,0.5,0.5,2213894
Guinea-Bissau,GNB,2017,20.8333333333333,0.5,0,0,0.5,0,0,0,0,1,0.5,0,0,23.75,1,0,0,0.3,0,0,0.6,0,38,0,0,0,0,0.4,0,1,0,1,0,0.3,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,24.2172619047619,GW,Bissau,-15.1804,11.8037,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Guinea-Bissau,0,0,0.15,0.25,0.5,0.5,1828146
Equatorial Guinea,GNQ,2017,20.8333333333333,0,0,0,0,1,0,0,0,1,0.5,0,0,28.75,1,1,0,0,0,0,0.3,0,22,0,0,0,0,0,0,0,0,1,0,0.3,1,1,0,0,0,0,0,0,0,0,0,0,17.8958333333333,GQ,Malabo,8.7741,3.7523,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0,0,0,0,1262001
Greece,GRC,2017,79.1666666666667,1,1,1,0.5,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.6666666666667,1,1,1,0,1,1,0,1,1,0.3,0.3,1,1,1,0,57.1428571428571,1,1,0,0,1,1,0,NA,GR,Athens,23.7166,37.9792,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Greece,0.5,0.5,0.5,0.5,0,0,10754679
Grenada,GRD,2017,29.1666666666667,0,0,0.5,0.5,0,0,0,0,1,0.5,1,0,28.75,1,1,0,0.3,0,0,0,0,47.3333333333333,0,0,0.8,0,1,1,0,1,1,0,0.3,1,0,0,1,0,0,0,0,0,0,0,0,26.3125,GD,Saint George's,-61.7449,12.0653,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,NA,0.3,0.5,0.5,0.5,0.5,0.5,110874
Guatemala,GTM,2017,33.3333333333333,0.5,0,0.5,0.5,0,0,0,0,1,0.5,1,0,48.75,0.5,0.5,0,0.6,1,1,0.3,0,74.3333333333333,0.15,1,0.4,0.3,1,1,1,1,1,0,0.3,1,1,1,1,28.5714285714286,0,1,0,1,0,0,0,46.2470238095238,GT,Guatemala City,-90.5328,14.6248,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Guatemala,0.15,0.25,0.5,0.5,0.5,0.5,16914936
Guyana,GUY,2017,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,20,1,0,0,0,0,0,0.6,0,42,0,0,0,0,1,0,1,0,1,0,0.3,1,1,0,1,0,0,0,0,0,0,0,0,21.75,GY,Georgetown,-58.1548,6.80461,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDX,XI,IDA,Guyana,0,0,0.5,0.5,0.5,0.5,775221
Honduras,HND,2017,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,53.75,1,0,0,1,1,1,0.3,0,62.3333333333333,1,1,0,0.3,0.75,0,1,1,1,0,0.3,1,1,0,1,28.5714285714286,0,1,0,0,0,1,0,45.5386904761905,HN,Tegucigalpa,-87.4667,15.1333,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Honduras,0,0,0.5,0.25,0.5,0.5,9429013
Croatia,HRV,2017,79.1666666666667,0.5,1,1,0.5,1,1,0,0.5,1,1,1,1,62.5,1,1,0,1,1,1,0,0,70.6666666666667,1,1,1,0,1,1,0,1,1,0.3,0.3,1,1,1,0,85.7142857142857,1,0,1,1,1,1,1,74.5119047619048,HR,Zagreb,15.9614,45.8069,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,Croatia,0.5,0.5,0.5,0.5,0,0,4124531
Haiti,HTI,2017,20.8333333333333,0,0,0,0,1,0,0,0,1,0.5,0,0,27.5,0,1,0,0.6,0,0,0.6,0,42.3333333333333,0.8,0,0.4,0,0.25,0,1,0.3,0.3,0,0.3,1,1,0,1,14.2857142857143,0,0,0,0,1,0,0,26.2380952380952,HT,Port-au-Prince,-72.3288,18.5392,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Haiti,0.15,0.25,0,0.25,0.5,0.5,10982366
Hungary,HUN,2017,100,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6666666666667,1,1,1,0.3,1,1,0,1,1,0.3,0.3,1,1,1,0,100,1,1,1,1,1,1,1,NA,HU,Budapest,19.0408,47.4984,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Hungary,0.5,0.5,0.5,0.5,0,0,9787966
Indonesia,IDN,2017,50,0.5,0.5,1,0.5,0,0,0.5,1,1,1,0,0,70,1,1,0,1,0,1,0.6,1,69.6666666666667,1,1,0.75,0,0.4,0,1,1,1,0,0.3,1,1,1,1,71.4285714285714,1,1,1,1,1,0,0,65.2738095238095,ID,Jakarta,106.83,-6.19752,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IBD,XF,IBRD,Indonesia,0.5,0.25,0.15,0.25,0.5,0.5,264645886
India,IND,2017,50,1,0.5,0.5,0.5,1,0,0.5,1,0,1,0,0,82.5,1,1,1,1,0.3,1,0.3,1,57.6666666666667,0,0,1,0.3,0.75,0,1,0.3,1,0,0.3,1,1,1,1,57.1428571428571,1,1,1,0,1,0,0,61.8273809523809,IN,New Delhi,77.225,28.6353,SAS,8S,South Asia,SAS,8S,South Asia,LMC,XN,Lower middle income,IBD,XF,IBRD,India,0.5,0.5,0.5,0.25,0.5,0.5,1338658835
Ireland,IRL,2017,79.1666666666667,1,1,1,0.5,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6666666666667,1,1,1,0.3,1,1,0,1,1,0.3,0.3,1,1,1,0,71.4285714285714,1,1,1,1,1,0,0,NA,IE,Dublin,-6.26749,53.3441,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Ireland,0.5,0.5,0.5,0.5,0,0,4807388
"Iran, Islamic Rep.",IRN,2017,37.5,0.5,0,0.5,0.5,1,0,0.5,0,0,0.5,1,0,50,1,1,0,1,0,1,0,0,59.3333333333333,0,0,0,0.3,1,1,0,1,1,0.3,0.3,1,1,1,1,28.5714285714286,0,0,0,1,1,0,0,43.8511904761905,IR,Tehran,51.4447,35.6878,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,0.5,0.5,0.5,0.5,80673951
Iraq,IRQ,2017,37.5,0,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0,13.75,0.5,0,0,0.3,0,0,0.3,0,48.3333333333333,0.15,0,0.4,0,0.4,1,1,1,1,0,0.3,1,1,0,0,0,0,0,0,0,0,0,0,24.8958333333333,IQ,Baghdad,44.394,33.3302,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Iraq,0.15,0.25,0.15,0.25,0,0,37552781
Iceland,ISL,2017,91.6666666666667,1,1,0.5,1,1,1,1,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.3333333333333,1,1,0.65,0,1,1,0,1,1,0.3,0.6,1,1,1,0,57.1428571428571,1,0,1,1,1,0,0,NA,IS,Reykjavik,-21.8952,64.1353,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Iceland,0.15,0.5,0.5,0.5,0,0,343400
Israel,ISR,2017,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1,1,1,0.3,0.75,1,0,1,1,0.3,0.3,1,1,1,0,71.4285714285714,1,1,1,1,1,0,0,NA,IL,NA,35.2035,31.7717,MEA,ZQ,Middle East & North Africa,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Israel,0.5,0.5,0.5,0.25,0,0,8713300
Italy,ITA,2017,91.6666666666667,1,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6666666666667,1,1,1,0.3,1,1,0,1,1,0.3,0.3,1,1,1,0,71.4285714285714,1,1,1,1,1,0,0,NA,IT,Rome,12.4823,41.8955,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Italy,0.5,0.5,0.5,0.5,0,0,60536709
Jamaica,JAM,2017,33.3333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,53.75,1,1,0,1,0,1,0.3,0,55.3333333333333,0,0,0,0,1,0,1,1,1,0,0.3,1,1,1,1,57.1428571428571,1,0,0,1,1,0,1,49.889880952381,JM,Kingston,-76.792,17.9927,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jamaica,0,0,0.5,0.5,0.5,0.5,2920853
Jordan,JOR,2017,25,0,0,1,0.5,0,0,0,0.5,0,1,0,0,57.5,1,1,0,0.6,0,1,1,0,55.3333333333333,0,0,0.4,0.3,0,1,1,1,1,0,0.6,1,1,0,1,57.1428571428571,0,1,1,1,1,0,0,48.7440476190476,JO,Amman,35.9263,31.9497,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Jordan,0.15,0.25,0,0,0.5,0.5,9779173
Japan,JPN,2017,70.8333333333333,0.5,1,1,0.5,1,0,1,0.5,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0.15,1,1,0.3,1,1,0,1,1,0,0.3,1,1,1,0,42.8571428571429,0,0,1,1,1,0,0,NA,JP,Tokyo,139.77,35.67,EAS,Z4,East Asia & Pacific,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Japan,0.5,0.5,0.5,0.5,0,0,126785797
Kazakhstan,KAZ,2017,75,0.5,1,1,1,1,0,0.5,0,1,1,1,1,57.5,1,1,0,1,0,1,0.6,0,86,1,1,1,0.3,1,1,1,1,1,0.3,0.3,1,1,1,1,57.1428571428571,1,0,1,1,1,0,0,68.9107142857143,KZ,Astana,71.4382,51.1879,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Kazakhstan,0.5,0.5,0.5,0.5,0.5,0.5,18037776
Kenya,KEN,2017,37.5,1,0.5,0.5,0,0,0,1,0,1,0.5,0,0,52.5,1,0,1,0.6,0,0.6,1,0,51.3333333333333,0.15,1,0.55,0,0.4,0,1,0.3,1,0,0.3,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,38.9047619047619,KE,Nairobi,36.8126,-1.27975,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDB,XH,Blend,Kenya,0.3,0.25,0.15,0.25,0.5,0.5,50221473
Kyrgyz Republic,KGZ,2017,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,38.75,1,0.5,0,1,0,0,0.6,0,77.3333333333333,1,1,1,0.3,1,1,0,1,1,0,0.3,1,1,1,1,57.1428571428571,1,1,0,1,1,0,0,65.1815476190476,KG,Bishkek,74.6057,42.8851,ECS,Z7,Europe & Central Asia,ECA,7E,Europe & Central Asia (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kyrgyz Republic,0.5,0.5,0.5,0.5,0.5,0.5,6198200
Cambodia,KHM,2017,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,0,1,77.5,1,1,1,1,0,0.6,0.6,1,60,0,1,0,0.3,0.4,1,1,1,1,0,0.3,1,1,0,1,42.8571428571429,0,1,0,1,1,0,0,54.4642857142857,KH,Phnom Penh,104.874,11.5556,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0,0,0.15,0.25,0.5,0.5,16009414
Kiribati,KIR,2017,16.6666666666667,0.5,0,0.5,0,0,0,0.5,0,0,0.5,0,0,16.25,1,0,0,0,0,0,0.3,0,22,0,0,0,0,0,0,1,0.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.7291666666667,KI,Tarawa,172.979,1.32905,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Kiribati,0,0,0,0,0,0,114158
St. Kitts and Nevis,KNA,2017,29.1666666666667,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,18.75,1,0.5,0,0,0,0,0,0,15.3333333333333,0,0,0,0,0,0,0,0,1,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,15.8125,KN,Basseterre,-62.7309,17.3,LCN,ZJ,Latin America & Caribbean ,NA,NA,NA,HIC,XD,High income,IBD,XF,IBRD,NA,NA,NA,NA,NA,0,0,52045
"Korea, Rep.",KOR,2017,70.8333333333333,1,0.5,1,0.5,1,0,0,0.5,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0,1,1,0.3,1,1,0,1,1,0,0.3,1,1,1,0,57.1428571428571,1,0,1,1,1,0,0,NA,KR,Seoul,126.957,37.5323,EAS,Z4,East Asia & Pacific,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,NA,0.5,0.5,0.5,0.5,0,0,51361911
Kuwait,KWT,2017,37.5,0.5,0.5,0.5,0,0,0,0.5,0,1,0.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3333333333333,0,0,1,0.3,0.8,1,0,1,1,0,0.3,1,1,0,0,14.2857142857143,0,0,0,1,0,0,0,NA,KW,Kuwait City,47.9824,29.3721,MEA,ZQ,Middle East & North Africa,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,NA,0.5,0.5,0.3,0.5,0,0,4056097
Lao PDR,LAO,2017,16.6666666666667,0.5,0.5,0,0.5,0,0,0,0,0,0.5,0,0,50,1,1,0.5,0.6,0,0.6,0.3,0,42.6666666666667,0,0,0.4,0,0.4,1,0,0.3,1,0,0.3,1,1,0,1,14.2857142857143,0,1,0,0,0,0,0,30.9047619047619,LA,Vientiane,102.177,18.5826,EAS,Z4,East Asia & Pacific,EAP,4E,East Asia & Pacific (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,NA,0.15,0.25,0.15,0.25,0.5,0.5,6953035
Lebanon,LBN,2017,29.1666666666667,0.5,0.5,0,0.5,0,0,0,0.5,0,0.5,1,0,23.75,0,1,0,0.3,0,0.6,0,0,37,0,0,0,0,0.25,1,0,0,1,0,0.3,1,1,0,1,14.2857142857143,0,0,0,0,1,0,0,26.0505952380952,LB,Beirut,35.5134,33.8872,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,Lebanon,0,0,0,0.25,0.5,0.5,6811873
Liberia,LBR,2017,25,0,0,0.5,0,1,0,0.5,0.5,0,0.5,0,0,52.5,1,0,1,1,0,0.6,0.6,0,57.6666666666667,0.8,1,0.15,0,0.4,0,1,1,1,0,0.3,1,1,0,1,0,0,0,0,0,0,0,0,33.7916666666667,LR,Monrovia,-10.7957,6.30039,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LIC,XM,Low income,IDX,XI,IDA,Liberia,0.15,0,0.15,0.25,0.5,0.5,4702228
Libya,LBY,2017,20.8333333333333,0.5,0,0.5,0,1,0,0,0,0,0.5,0,0,12.5,0.5,0.5,0,0,0,0,0,0,10.6666666666667,0,0,0,0,0,0,0,0.3,0,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,11,LY,Tripoli,13.1072,32.8578,MEA,ZQ,Middle East & North Africa,MNA,XQ,Middle East & North Africa (excluding high income),UMC,XT,Upper middle income,IBD,XF,IBRD,NA,0,0,NA,NA,0,0,6580724
St. Lucia,LCA,2017,29.1666666666667,0,0,0.5,0.5,0,0,0,0,1,0.5,1,0,48.75,1,1,0,0.6,0,1,0.3,0,54,0.15,1,0.65,0,1,0,0,1,1,0,0.3,1,1,0,1,28.5714285714286,0,1,0,1,0,0,0,40.1220238095238,LC,Castries,-60.9832,14,LCN,ZJ,Latin America & Caribbean ,LAC,XJ,Latin America & Caribbean (excluding high income),UMC,XT,Upper middle income,IDB,XH,Blend,St. Lucia,0.15,0.5,0.5,0.5,0.5,0.5,180955
Sri Lanka,LKA,2017,54.1666666666667,0.5,0.5,1,0.5,1,0,0,0,1,1,1,0,66.25,1,1,1,1,0.3,1,0,0,69.6666666666667,0.8,0,1,0.3,0.75,0,1,1,1,0.3,0.3,1,1,1,1,71.4285714285714,1,1,0,1,1,0,1,65.3779761904762,LK,Colombo,79.8528,6.92148,SAS,8S,South Asia,SAS,8S,South Asia,UMC,XT,Upper middle income,IBD,XF,IBRD,Sri Lanka,0.5,0.5,0.5,0.25,0.5,0.5,21444000
Lesotho,LSO,2017,37.5,0.5,0.5,0.5,0,1,0,0,0.5,1,0.5,0,0,60,1,1,0,0.6,1,0.6,0.6,0,48.6666666666667,0.15,1,0.15,0,0.4,0,1,0.3,1,0,0.3,1,1,0,1,28.5714285714286,0,1,0,0,1,0,0,43.6845238095238,LS,Maseru,27.7167,-29.5208,SSF,ZG,Sub-Saharan Africa ,SSA,ZF,Sub-Saharan Africa (excluding high income),LMC,XN,Lower middle income,IDX,XI,IDA,Lesotho,0.15,0,0.15,0.25,0.5,0.5,2091412
Lithuania,LTU,2017,100,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6666666666667,1,1,1,0.3,1,1,0,1,1,0.3,0.3,1,1,1,0,57.1428571428571,1,0,1,1,1,0,0,NA,LT,Vilnius,25.2799,54.6896,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Lithuania,0.5,0.5,0.5,0.5,0,0,2828403
Luxembourg,LUX,2017,83.3333333333333,1,1,1,1,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3333333333333,1,1,0.65,0,1,1,0,1,1,0.3,0.3,1,1,1,0,57.1428571428571,1,0,1,1,1,0,0,NA,LU,Luxembourg,6.1296,49.61,ECS,Z7,Europe & Central Asia,NA,NA,NA,HIC,XD,High income,LNX,XX,Not classified,Luxembourg,0.15,0.5,0.5,0.5,0,0,596336
